optimizer,dataset,seed,min_sse,params
cmaes,pso_1,6,48238.85375302,"[0.37606133800372965, 0.4864543747345882, 0.49507872993466323, 0.486055584979015, 0.24020797351523593, 0.0021563302659402934, 0.008033308858593423, 0.009580435337521911, 0.009912950827392106, 0.00999967557005868, 5.000010795177508e-05, 336689.5542594803, 9.567415593551548e-06, 385464.6032259945, 110923.00779527558, 128787.27371438059, 9.646059983153265e-06, 6.134116839596685e-06, 0.5049133506878993, 0.009923080998780871, 370446.75158889446]"
basin_hopping,cmaes_1,9,111483.08460382,"[0.4787656503252784, 0.0005, 0.059774817168451656, 0.003845144987877507, 0.003845445035326514, 0.009379425294636076, 0.004061361535838874, 0.01, 0.006100053777952916, 0.002684876071592569, 0.0026133438073267863, 956579.8338710426, 8.86841234454078e-06, 446104.48514349794, 11236.502048308532, 476788.09139998944, 1e-05, 1e-08, 2.580321676902953, 0.01, 813434.0000326965]"
basin_hopping,lshade_3,10,206338.17727775,"[0.4834986482122557, 0.42720345795689163, 0.4271992006265183, 0.07324648399032231, 0.0806207625387292, 0.008725880591050105, 0.0013287152472176232, 0.009731721710355926, 0.009772622410242158, 0.0008992029608929958, 5e-05, 681295.1065686179, 9.897466259921802e-06, 518474.6919249167, 221855.95683315775, 332253.44113592367, 1e-05, 9.232340487439793e-06, 0.6900665166037432, 0.0013559419085149968, 453969.5547786124]"
pso,basin_hopping_1,5,1362165.00295594,"[0.018899290762373233, 0.2747305697838382, 0.0702970210491996, 0.10182168605164577, 0.30474221910071536, 0.008845508268979679, 0.006926241406200885, 0.0036287915401367566, 0.0035790303874703856, 0.006713826227909225, 7.072994937180714e-05, 314219.84708597185, 2.985417701198802e-06, 420990.6494498805, 427639.0504776393, 316261.910751548, 6.320911000239472e-06, 3.7852771993556937e-06, 0.6973669357758041, 0.004094087289670377, 397640.2555246815]"
basin_hopping,lshade_2,1,48123.39108006,"[0.019661952852788163, 0.4478853003106189, 0.40898493129372326, 0.07071970956006259, 0.07060474354903544, 0.0024055322467375017, 0.00022866076489240947, 0.00945273909299174, 0.00035891178695674137, 0.006130076339444536, 0.0053433630839283255, 999999.4962406459, 1e-05, 100.29558874023344, 999999.5265691117, 100.73256798237922, 1e-08, 1.8968671276043083e-07, 0.6947886907504889, 0.0007639972826223387, 100.00012129008503]"
pso,basin_hopping_2,1,3128576.60941659,"[0.22107960587460146, 0.19534019163739735, 0.49632434562991606, 0.21648647712545824, 0.06255570475934163, 0.0054651020314625065, 0.00573500351321561, 0.004449336647078306, 0.00651349492969998, 0.004479851784919017, 7.792540451891268e-05, 428450.8859342416, 4.643312821538482e-06, 635599.9071962533, 411824.7853567039, 610912.4047385887, 5.1395333788475075e-06, 2.9756631599617365e-06, 0.9013917432898495, 0.005173918069522038, 493752.07948633865]"
dual_annealing,pso_2,8,38965.24906055,"[0.061818322403001565, 0.22250971429808394, 0.13525238740829496, 0.08035553713794548, 0.27389667591984423, 0.007221287641104418, 0.004983624966332196, 0.0071942900493165846, 0.004228706126633807, 0.006677163261564437, 5.067023059136932e-05, 335172.0104962877, 7.113893483657587e-06, 224492.50469959824, 344975.60314937396, 4740.010606026384, 7.056300484770335e-06, 9.321428593929694e-06, 0.9433247182889346, 0.0018670685779621854, 455544.18262483407]"
dual_annealing,lshade_1,6,1095535.25350849,"[0.08574085287517906, 0.1819404149733573, 0.2788490899691469, 0.27992973460498155, 0.0028828514739822875, 0.01, 0.009897972363918131, 0.01, 0.00989858718395489, 0.0001, 0.009999999999999998, 110061.75503960438, 1e-05, 20854.188320080622, 217.6645572740616, 324095.8915039287, 1e-05, 1e-05, 1.1453039457692995, 0.009900990606480461, 344566.0235383668]"
pso,basin_hopping_2,6,333697.57629873,"[0.18632848423692708, 0.1851983234127073, 0.14565808080780412, 0.0410964462779323, 0.24994379614621604, 0.0015175489783953947, 0.0063687883398479694, 0.0067514070346264944, 0.004849839865477628, 0.0013337808315739934, 5.028598667528513e-05, 191145.15462905334, 4.214824013606307e-06, 819016.6843841675, 263265.3561506946, 369810.2156984797, 4.367035121039103e-06, 6.8366217883319765e-06, 0.5787107495508277, 0.005060966324597309, 533858.4557416326]"
cmaes,pso_1,1,48251.35963437,"[0.2772077230908103, 0.4928737276150229, 0.4274623654175559, 0.2624799164127495, 0.4659826800536212, 0.000483273182599844, 0.006362860197290961, 0.009925790888183053, 0.007648284723652064, 0.009999788210031304, 5.0000011620348674e-05, 415597.8325770065, 5.7378233625581695e-06, 453392.40516769886, 728135.1393566272, 488968.47041570314, 9.999069906586864e-06, 5.478776407408707e-06, 0.5043534953081713, 0.009998068602462164, 389941.2870480579]"
pso,pso_3,1,264266.24509233,"[0.28797292270769204, 0.4119381955185366, 0.342256036500097, 0.21009912513440285, 0.32638694832523457, 0.0032134057707680318, 0.005985109387725949, 0.0006870168805551188, 0.0033256092172808394, 0.004520193259316975, 7.119135326929399e-05, 117823.32287316886, 9.080478262261516e-06, 323268.8272279302, 460134.3035124825, 541062.196649832, 4.617852181387941e-06, 5.433463539453438e-06, 0.9285874105556644, 0.004731021094012305, 438472.5293701887]"
cmaes,dual_annealing_1,6,44047.28316884,"[0.1458669197780952, 0.0025679981423321735, 0.014805798757159733, 0.07644124949662366, 0.054889342779456035, 0.008059689328520924, 0.0018964383682269152, 0.00997709946304856, 0.007887486261608064, 0.003383168270917901, 0.00489390061219591, 326075.6382982714, 6.630191950845563e-06, 7648.214697363166, 127553.33578666917, 6209.945098095653, 6.96097279187984e-06, 1.0495374098825701e-06, 0.5004548425961213, 0.0018618342029201552, 546869.8978739384]"
basin_hopping,lshade_3,9,131286.81622216,"[0.004332997354514499, 0.40628262091023104, 0.29482093105978535, 0.009986282760973316, 0.009986448651412547, 0.00014757478706069925, 0.000708199566404692, 0.007232436230111625, 0.00013318074075955815, 0.008029721366725789, 5e-05, 956551.7936277145, 1e-05, 446088.3128934258, 11235.309010518722, 476777.61488284136, 1e-05, 1e-05, 2.650749502144276, 0.007908880569275608, 813446.8427122072]"
cmaes,basin_hopping_2,10,840956.77367711,"[0.49872604536166565, 0.48473290282111514, 0.4921759015421669, 0.021535371124118328, 0.03304978144397756, 0.009995755058172183, 0.006020418653729043, 0.0025260715036094085, 0.0018441090214694144, 0.00010000016868781371, 0.00019222706451835336, 743009.4673939383, 4.338507380755584e-06, 757485.5886752657, 380369.47119755164, 17479.46650787399, 9.800121128666216e-06, 5.032336752036063e-06, 1.563470082723235, 0.0036581521543739047, 999566.3185638295]"
basin_hopping,lshade_1,1,41265.32590189,"[0.020071664872937562, 0.43642841769474133, 0.4106076949856361, 0.05543017798390957, 0.05543805245760507, 0.0006997663071755608, 0.0007443126593173002, 0.0014271811946804864, 0.0004879841187237928, 0.00995882785559761, 0.002556663156772017, 999841.2277705594, 1e-05, 100.01526724771264, 999993.9182923215, 100.36587623253214, 1e-05, 9.233067849354876e-06, 0.8085701627883481, 0.0014308214263600632, 100.00004625072292]"
basin_hopping,cmaes_3,7,337387.44288423,"[0.0078157922863942, 0.43941271765573614, 0.43941274364802646, 0.06108759125621178, 0.08166163266949761, 0.008798118124433735, 0.00999962698168876, 0.0001962643815798473, 0.0013012367584358292, 0.0007553985006309169, 5e-05, 853849.4502359072, 1.2332471549454542e-06, 726079.802891555, 341429.82204432564, 648459.2715031668, 9.746938668784654e-06, 6.545827179544642e-07, 1.0458310845270071, 0.0013020869598617318, 858583.5037356063]"
lshade,cmaes_3,7,131612.00341531,"[0.0005, 0.1890269159615534, 0.5, 0.5, 0.3784223755423666, 0.0062305528080085345, 0.003262610968356215, 0.00270721101236221, 0.004903386019356072, 0.005704577666480646, 0.007300802341453649, 239984.22739633668, 6.196071518319334e-06, 402945.888006915, 100.0, 36791.84648692739, 4.5872379182433665e-06, 4.8580735500685115e-06, 1.1525792485449826, 0.0031009536903000815, 419109.44384545414]"
cmaes,cmaes_2,7,51386.67304437,"[0.004991825687541397, 0.49318969256312023, 0.30599526738893384, 0.3376231637815526, 0.07337502645996438, 0.00010001817115439033, 0.0009042644106512505, 0.005885114531785595, 0.00034693877032824876, 0.00010854040102512717, 0.0011302452098560722, 167480.3436200327, 1.751734088224369e-07, 672147.7628890675, 497597.27378810546, 109.06492759306718, 6.378365282595147e-06, 1.1862651229237301e-07, 1.0254044193132874, 0.008792925766565323, 477466.7288269736]"
dual_annealing,dual_annealing_1,5,47840.77162256,"[0.1223175830293545, 0.0005467591307817191, 0.3493622544349804, 0.19295790268951832, 0.020239721281383845, 0.009622375281464814, 0.008631053298772976, 0.01, 0.005525249144172048, 0.004479290203363126, 0.0044858816071755535, 371652.971231583, 1e-08, 74180.06009787394, 3852.5787581861928, 887067.6270841246, 1e-05, 1e-08, 0.6090712080229963, 0.006019183898369185, 870934.4860914969]"
dual_annealing,basin_hopping_2,5,1341776.00663781,"[0.03009363825410425, 0.014782670454112854, 0.45707800730563947, 0.08137427233093193, 0.0808038549097289, 0.009689927303021467, 0.0024962843750463517, 0.01, 0.0071133872993940995, 0.0001, 0.00835123204902492, 142436.60511903497, 1e-05, 831907.076761636, 960179.8537146201, 272253.06315578194, 1e-05, 1e-05, 0.5293210207535969, 0.009694248790441498, 609051.6022959446]"
lshade,basin_hopping_3,9,104519.58155981,"[0.16809957755608215, 0.056984012314146376, 0.30824407263659426, 0.0005, 0.15019757753261612, 0.008487497861190095, 0.005490033215327425, 0.004310568691819048, 0.0038993663836613, 0.0018748157672679017, 0.003806405660998966, 347808.7095644712, 5.007548773199708e-06, 656413.4283022174, 588314.5341373467, 681008.6240193722, 8.203754390203844e-06, 5.028438093029152e-06, 2.13286034979512, 0.0033438323611861007, 100.0]"
cmaes,lshade_1,5,192425.96485404,"[0.49653321417352336, 0.4570861101651047, 0.44027561910551, 0.23083378205852007, 0.06071432401226662, 0.008374235986452311, 0.0007040120486724021, 0.0012312294508545975, 0.00761242118473855, 0.0007362397665533081, 5.0000024641990524e-05, 578566.5628639503, 6.404910131664426e-06, 427977.8511690356, 919815.4295233097, 169017.9052181517, 1.3000751737163386e-07, 9.870696677015475e-06, 0.5238564085244235, 0.00795129217473198, 829397.8428882213]"
cmaes,basin_hopping_3,9,100451.04439894,"[0.037925387194266365, 0.02123523401072168, 0.49659499253537726, 0.009949177199452283, 0.3776344150915309, 0.00999669243526178, 0.00010299849181674632, 0.009995652650904463, 0.002307979572845349, 0.005871494602194862, 5.000000630971794e-05, 698071.8320228413, 9.999242549683299e-06, 377630.1911148938, 100.29785394764646, 100.30152448026548, 9.99999979948127e-06, 6.590225337202037e-06, 0.5032651465163683, 0.009990084014968679, 616881.6669819736]"
lshade,pso_2,5,35425.30928118,"[0.3966352046487566, 0.43174366118943996, 0.36462544567981786, 0.14887061326791567, 0.2571045183341438, 0.0047543404297043885, 0.004867126539956902, 0.004422754416918029, 0.005395201095147287, 0.0075957408908518004, 5e-05, 496223.5705083024, 3.0453977282297267e-06, 336188.48980263347, 718328.569918296, 553329.9631961872, 5.672425389912586e-06, 3.86661196186231e-06, 0.8604527365629375, 0.008980383523451327, 628764.6374312347]"
dual_annealing,cmaes_3,4,99979.12691337,"[0.00625176482007973, 0.4114255786690774, 0.225668686457021, 0.13611132902321074, 0.11174194755867534, 0.0001, 0.00573256926088629, 0.00823366560922386, 0.007950281018444097, 0.00891433084728375, 5e-05, 115082.0914752371, 2e-08, 97151.46761899538, 966703.4798796702, 191635.6438876514, 1e-05, 1e-08, 1.2082452979354272, 0.005160213198182802, 903921.2121097211]"
dual_annealing,lshade_1,8,89090.51312244,"[0.004985648279040107, 0.28520977326375707, 0.3295474986183374, 0.046111351248993446, 0.006892746343789623, 0.00015826602457164507, 0.00010201229353525166, 0.005684378477765229, 0.0026249387189477384, 0.0001, 0.002061814860417524, 173654.8884825405, 9.902391360821875e-06, 215343.60591946624, 341218.986990606, 7061.819554412495, 1e-05, 1e-08, 2.5590699337371725, 0.008826058522638573, 517343.85871330585]"
basin_hopping,cmaes_2,10,131854.35832908,"[0.018655741099689992, 0.0005000100000005557, 0.4413580822805476, 0.4999951274973358, 0.0006229606158102766, 0.006631790107215639, 0.0008232613144933403, 0.004147610302858104, 0.009992918774651813, 0.009284432692417154, 0.009367603188288793, 774817.6981109993, 1e-08, 497640.45450663345, 115676.18491645363, 377882.6976366692, 1e-05, 1e-08, 2.3205834548979554, 0.003842152773722418, 516129.0151883802]"
cmaes,pso_2,2,941069.9855477,"[0.33201222124119967, 0.3629990261839413, 0.3932310095460715, 0.009256296809070587, 0.29044299287258774, 0.009515825438065359, 0.005947953896248111, 0.004241713017127737, 0.005083647512721506, 0.0001000000322638052, 0.0016056383425257599, 611106.1130874956, 1.1709839088210305e-06, 132089.73283770116, 476077.193423354, 513912.5056570229, 6.414162309296026e-06, 9.107411859925916e-06, 1.322489249071836, 0.0041323236855025465, 999536.4225080224]"
cmaes,dual_annealing_3,6,33851.06566516,"[0.033130162985670314, 0.1158238416829004, 0.0009544849601612211, 0.01557825074230191, 0.1889477691562404, 0.0010071829779609463, 0.0030773379505514096, 0.00882518296697891, 0.0046494599682822295, 0.009998715297236248, 0.002424046822565133, 429823.8170902363, 9.850626387769788e-07, 200774.09640759468, 15482.791108827489, 418.5450422804276, 9.999763977588313e-06, 2.8321149138318877e-06, 0.8450315746675432, 0.007972788297260048, 165780.5094208562]"
dual_annealing,cmaes_3,3,220019.31679519,"[0.040184817049824344, 0.06409347129749343, 0.25233389104734266, 0.14337990825084515, 0.08435429858464226, 0.0001, 0.0001, 0.01, 0.005388331761253509, 0.0001, 0.008014873283156563, 47704.45131903129, 1e-05, 967765.5512906108, 686576.1200516354, 144813.21932284662, 1e-05, 1e-05, 1.2706989186670514, 0.01, 412123.8914068312]"
cmaes,dual_annealing_2,10,35850.5682197,"[0.0005004969545303711, 0.38298340569078126, 0.23235646311642372, 0.10362857385072778, 0.07396460961440432, 0.009366421178981893, 0.001184898574372846, 0.0003496616631556458, 0.009492453422457995, 0.0002898683105244987, 0.009382721191983651, 563876.4990690306, 8.989118689631558e-06, 349519.44898270344, 101.70719600968869, 1168.9904510313895, 9.761240587902546e-06, 5.9098446331730795e-06, 2.3254694899257125, 0.007668618338884662, 906764.2154318251]"
lshade,lshade_1,5,53531.72676889,"[0.08090625348872496, 0.5, 0.04934311961709861, 0.0005, 0.43095770488858004, 0.002203427328589775, 0.004972175576687238, 0.004167023261440253, 0.004608202955535945, 0.003264390296284523, 0.003607169606409979, 450232.44495774317, 5.5854511880900876e-06, 255245.81059716374, 589865.7774996498, 280503.45848234504, 3.221505885750592e-06, 2.235380492565101e-06, 1.8535555532158046, 0.005736655573841575, 100.0]"
pso,cmaes_1,9,1449847.64211136,"[0.24564862622168762, 0.3505012278150213, 0.34507659191737156, 0.19729061080378713, 0.10188558935014114, 0.0032189381231412066, 0.00013734213065887878, 0.0028804643610178754, 0.007455056679794614, 0.004975238349037225, 6.85045248654103e-05, 114048.73917687521, 7.1680720094659245e-06, 598361.4161380803, 260689.9133010705, 199028.99303669148, 5.9126026099822435e-06, 6.922527697589053e-06, 1.614199028089617, 0.0023293910222121524, 371943.35115953704]"
pso,lshade_3,7,2720867.79282133,"[0.23551484540150927, 0.1377721891469353, 0.2370392982846448, 0.10457781109412223, 0.15902029003508072, 0.006107060859411976, 0.004541507037053172, 0.00045382724737854545, 0.008604967813339566, 0.00010213814362893849, 0.005560329422132608, 343311.92858272954, 8.292559091585963e-06, 308323.75175155647, 414474.5593267069, 83406.16553419014, 6.392824222119672e-06, 3.85276948151739e-06, 1.0180410590310993, 0.0007233306787107561, 448805.1159803171]"
basin_hopping,pso_3,6,51573.4436784,"[0.3294534292480663, 0.1613110692554266, 0.31400197078098224, 0.3395678202686616, 0.023061306215445374, 0.009987945873296808, 0.0001120804343774777, 6.237993248410541e-05, 0.0019770707924100556, 0.009986195256333586, 5.269050431479577e-05, 99937.32613611723, 6.103733171601874e-06, 14218.086450673754, 115415.39301955137, 143295.63447765217, 3.2979082925634957e-06, 6.828709300829914e-06, 1.3668156337302086, 0.00202543981400321, 298165.7759210699]"
cmaes,cmaes_2,1,87600.34181336,"[0.08996799505317132, 0.48620751863831196, 0.07962697762246074, 0.03544728552313089, 0.16221338961836232, 0.00010015407587955916, 0.0018532000960018614, 0.00893034425368702, 0.00015487292687090201, 0.002460959323549727, 5.013567988284649e-05, 131323.79497048465, 2.456943640335512e-06, 449826.76923394884, 330192.45994903916, 24654.384691488478, 9.948556892792477e-06, 1.8296264923875322e-06, 0.5143416763647943, 0.009977792925077094, 14900.29335169619]"
basin_hopping,basin_hopping_1,7,248706.91043958,"[0.021930948330652695, 0.26243341336928067, 0.4999899400367246, 0.004796908376870523, 0.24165128187581533, 0.009943075843257855, 0.00998494205062829, 0.00016028693277257914, 0.0001756565815222462, 0.000792980844705625, 5e-05, 813716.8714314117, 3.408929922136734e-07, 702221.4323338026, 331582.9345321899, 629679.5876584077, 1.8048371193769382e-07, 3.5784884192620286e-07, 1.5817536211025633, 0.00011577377011971296, 855945.5083701827]"
lshade,dual_annealing_3,2,48772.97858329,"[0.2002787456027751, 0.31528143958925015, 0.09245547378890683, 0.12883333917578124, 0.022439542249828765, 0.0017811548154829649, 0.00226190711210284, 0.007630198158890202, 0.0001, 0.003315464044031528, 0.002597044390656821, 732329.6079522669, 6.118601306865682e-06, 721551.8097426634, 369447.0820206244, 312023.10950867174, 4.9347557100951305e-06, 4.615323152691898e-06, 0.5, 0.006035222504889841, 100.0]"
